Time Stamp	Accelerometer X	Accelerometer Y	Accelerometer Z	Gyroscope X	Gyroscope Y	Gyroscope Z	Magnetometer X	Magnetometer Y	Magnetometer Z
946.319580078125	-0.02088102829482645	-9.720084865815329	-1.970632390172452	-51.79555650660771	6.805582774714868	-1.603769629084584	0.1006160164271047	-0.4195519348268839	0.6446280991735538
965.850830078125	-0.4211228185839417	-9.679496378008807	-1.629239380535277	6.160116950441564	-0.8064889144692193	-0.06966605864910785	0.1006160164271047	-0.4276985743380855	0.6363636363636364
985.382080078125	-0.396919342513373	-9.895003920745991	-2.102688582887567	-1.804587318931546	1.119273740943037	-0.7006883967005243	0.1108829568788501	-0.4175152749490835	0.6363636363636364
1004.913330078125	-0.5707402205449194	-9.804539337976191	-1.975325981836024	-0.3549796061576758	-0.7546230965743135	-0.7339234422034364	0.1190965092402464	-0.4215885947046843	0.6136363636363636
1024.444580078125	-0.4555625567312098	-9.933965226676426	-2.14791477562634	0.003650733907402479	-0.007337975153878983	-0.3650733907402479	0.1108829568788501	-0.4358452138492871	0.6301652892561984
1043.975830078125	-0.479486073399835	-9.835033830399279	-2.017130886672171	-0.3585559682367788	-1.490929032587138	-0.3762872342931387	0.1129363449691992	-0.4582484725050916	0.628099173553719
1063.507080078125	-0.3553055461140452	-9.934882126576875	-2.156481796198493	0.0001115577424492505	-1.115465866750055	-0.01115577424492505	0.1293634496919918	-0.415478615071283	0.609504132231405
1083.038330078125	-0.2450535905384763	-9.725900660940775	-2.164880315384124	0.00379947756400148	-1.494625797487286	-0.3799477564001479	0.1190965092402464	-0.4297352342158859	0.6508264462809917
1102.569580078125	-0.1337961469700113	-9.766594087520303	-2.206795100999626	-0.7246737056874109	-0.3644284257830558	0.003602452799043552	0.1026694045174538	-0.4399185336048879	0.6260330578512396
1122.100830078125	-0.1959037602096463	-9.670008882467787	-1.803207993011793	-0.7247108916015605	0.007393529800295976	0.007321044214018567	0.09856262833675565	-0.4032586558044806	0.628099173553719
1141.632080078125	-0.3124086681739786	-9.637678802709585	-1.91971106086738	-1.079727683673386	-0.3754076111906658	-0.7228838065744428	0.1149897330595483	-0.4073319755600814	0.6239669421487604
1161.163330078125	-0.03162594900322625	-9.640225723511042	-1.945801699892459	-0.3658946219657335	-1.104431126696028	0.3575781386023321	0.1108829568788501	-0.4439918533604887	0.621900826446281
1180.694580078125	-0.3161238477304756	-9.615546710766187	-2.129205075650813	-0.7208742281234094	-1.859054223270342	-0.3763453036011044	0.1252566735112936	-0.4134419551934826	0.6322314049586777
1200.225830078125	-0.1499336377924689	-9.668478542886232	-2.002212073584372	-0.3658574360515838	-1.47625308227938	0.3538595471873571	0.1047227926078029	-0.4236252545824847	0.6363636363636364
1219.757080078125	-0.2484785586585923	-9.757008067299612	-2.050714711380258	-0.3512916863361236	-1.133783027311544	-1.102715424358659	0.1252566735112936	-0.4215885947046843	0.6322314049586777
1239.288330078125	-0.4276675596451535	-9.804945844285267	-2.077748011828219	-0.3587418978075275	0.3681807453296208	-0.3576942772182636	0.1232032854209446	-0.4317718940936863	0.6322314049586777
1258.819580078125	-0.4471598315827328	-9.714581678878416	-2.094672280575575	0.3660805515364823	-0.7546786512207306	-0.3761710956772072	0.1252566735112936	-0.4134419551934826	0.6260330578512396
1278.350830078125	-0.4890740914528789	-9.684800622903099	-2.03086361823737	7.437182829950031e-05	-0.7436439111667036	-0.007437182829950031	0.108829568788501	-0.4399185336048879	0.6301652892561984
1297.882080078125	-0.278776474893162	-9.756804393548789	-2.040784170227934	0.003725105735701979	-0.7509818863205826	-0.3725105735701979	0.1129363449691992	-0.4114052953156823	0.621900826446281
1317.413330078125	-0.2903328835581815	-9.767207632350479	-1.988903881393951	-0.007189910072355707	-1.100789916442297	0.7189910072355706	0.1252566735112936	-0.4093686354378818	0.6239669421487604
1336.944580078125	-0.2503057866425455	-9.660932204347757	-1.656473778581818	-7.437182829950031e-05	0.7436439111667036	0.007437182829950031	0.1108829568788501	-0.4114052953156823	0.6198347107438017
