Shimmer 1,Shimmer 1,Shimmer 1,Shimmer 1,Shimmer 1,Shimmer 1,Shimmer 1,Shimmer 1,Shimmer 1,Shimmer 1,Shimmer 1,Shimmer 1,Shimmer 1,Shimmer 1,Shimmer 1,Shimmer 1,Shimmer 1,Shimmer 1,Shimmer 1,Shimmer 1,Shimmer 1,Shimmer 1,Shimmer 1,Shimmer 1
Timestamp,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,VSenseBatt,VSenseReg,Magnetometer X,Magnetometer Y,Magnetometer Z,Timestamp,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,VSenseBatt,VSenseReg,Magnetometer X,Magnetometer Y,Magnetometer Z
RAW,RAW,RAW,RAW,RAW,RAW,RAW,RAW,RAW,RAW,RAW,RAW,CAL,CAL,CAL,CAL,CAL,CAL,CAL,CAL,CAL,CAL,CAL,CAL
No unit,No unit,No unit,No unit,No unit,No unit,No unit,No unit,No unit,No unit,No unit,No unit,mSecs,m/(sec^2),m/(sec^2),m/(sec^2),deg/sec,deg/sec,deg/sec,mVolts,mVolts,local,local,local
11905,1987,2156,2646,1844,1644,1811,2387,2320,-194,30,-478,2363.31176757813,2.69553670088399,1.04518348440202,27.4816515597976,1.69025888610567,0.776202787475737,1.51640846279657,3497.4358974359,3378.87179487179,0.0610211706102117,0.327543424317618,0.521683673469388
12545,1998,2172,2636,1844,1645,1812,2384,2311,-201,34,-482,2382.84301757813,2.24126550722781,1.68959654517114,27.040345482886,2.04482486980251,0.776460381149911,1.14896279539103,3493.04029304029,3365.7641025641,0.0523038605230386,0.332506203473945,0.526785714285714
13185,1997,2166,2642,1843,1644,1812,2384,2315,-200,30,-494,2402.37426757813,2.28314086087801,1.44706690528046,27.2933094719535,1.68936405802682,1.20405088513862,1.13330176907574,3493.04029304029,3371.58974358974,0.0535491905354919,0.327543424317618,0.542091836734694
13825,2005,2173,2662,1845,1645,1811,2382,2312,-196,33,-488,2421.90551757813,1.97085438552943,1.71926546185382,28.0734538146179,2.04571969788136,0.348612283487026,1.53206948911186,3490.10989010989,3367.22051282051,0.0585305105853051,0.331265508684864,0.534438775510204
14465,1995,2169,2631,1845,1645,1813,2386,2306,-193,25,-490,2441.43676757813,2.36006945556552,1.57151374298038,26.8486257019623,2.06040722083061,0.363299806436281,0.783005818699872,3495.9706959707,3358.48205128205,0.062266500622665,0.321339950372208,0.536989795918367
15105,1992,2172,2629,1843,1643,1812,2384,2321,-194,30,-478,2460.96801757813,2.48581562413256,1.69234901138086,26.7650988619136,1.3421418358046,1.21113705293907,1.12621560127529,3493.04029304029,3380.3282051282,0.0610211706102117,0.327543424317618,0.521683673469388
15745,1981,2140,2684,1844,1645,1814,2388,2307,-204,25,-485,2480.49926757813,2.96358787473576,0.389602083466786,29.0397916533214,2.05951239275177,0.791147904099165,0.399899124979045,3498.9010989011,3359.93846153846,0.0485678704856787,0.321339950372208,0.530612244897959
16385,1992,2147,2643,1846,1645,1814,2387,2313,-189,28,-486,2500.03051757813,2.47789652862298,0.686247544466509,27.3752455533491,2.07598957185871,-0.0498607682773484,0.417048842008714,3497.4358974359,3368.67692307692,0.0672478206724782,0.325062034739454,0.531887755102041
17025,1980,2158,2659,1844,1644,1813,2385,2317,-195,31,-475,2519.56176757813,2.99914556776205,1.11996015096193,28.0039849038071,1.70494640905492,0.790890310424991,0.767344792384584,3494.50549450549,3374.50256410256,0.0597758405977584,0.3287841191067,0.517857142857143
17665,1996,2152,2655,1844,1643,1812,2384,2314,-199,24,-484,2539.09301757813,2.32447973384152,0.881575891999231,27.8424108000769,1.35038042535807,0.790632716750818,1.13479045979012,3493.04029304029,3370.13333333333,0.0547945205479452,0.320099255583127,0.529336734693878
18305,1987,2142,2659,1844,1644,1813,2387,2314,-202,30,-481,2558.62426757813,2.69519239238358,0.479700811927487,28.0299188072513,1.70494640905492,0.790890310424991,0.767344792384584,3497.4358974359,3370.13333333333,0.0510585305105853,0.327543424317618,0.525510204081633
18945,1989,2162,2646,1843,1644,1812,2383,2316,-190,32,-490,2578.15551757813,2.61673442738027,1.28531931277091,27.4680687229091,1.68936405802682,1.20405088513862,1.13330176907574,3491.57509157509,3373.04615384615,0.0660024906600249,0.330024813895782,0.536989795918367
19585,2016,2156,2650,1846,1646,1814,2385,2304,-199,22,-479,2597.68676757813,1.48989527950377,1.04382393291055,27.6176067089445,2.42321179408093,-0.0569469360778019,0.424135009809167,3494.50549450549,3355.56923076923,0.0547945205479452,0.317617866004963,0.522959183673469
20225,2019,2165,2630,1843,1644,1812,2385,2319,-203,26,-483,2617.21801757813,1.35583766388017,1.41203484989217,26.796515010783,1.68936405802682,1.20405088513862,1.13330176907574,3494.50549450549,3377.41538461538,0.049813200498132,0.32258064516129,0.528061224489796
20865,2004,2173,2662,1845,1645,1813,2386,2304,-196,28,-482,2636.74926757813,2.01253756699336,1.71925712104713,28.0742878952875,2.06040722083061,0.363299806436281,0.783005818699872,3495.9706959707,3355.56923076923,0.0585305105853051,0.325062034739454,0.526785714285714
21505,1982,2161,2659,1845,1644,1814,2388,2313,-198,27,-484,2656.28051757813,2.91806124954626,1.24003640595307,27.9963594046933,1.72052876008302,0.377729735711362,0.401387815693426,3498.9010989011,3368.67692307692,0.0560398505603985,0.323821339950372,0.529336734693878
22145,2008,2147,2640,1844,1644,1813,2387,2315,-201,30,-489,2675.81176757813,1.80858749439498,0.68758207353789,27.241792646211,1.70494640905492,0.790890310424991,0.767344792384584,3497.4358974359,3371.58974358974,0.0523038605230386,0.327543424317618,0.535714285714286
22785,1995,2165,2663,1843,1650,1812,2386,2309,-200,16,-489,2695.34301757813,2.38239345787159,1.39862283272479,28.1377167275212,3.77269739136016,1.1615338783359,1.17581877587846,3495.9706959707,3362.85128205128,0.0535491905354919,0.310173697270471,0.535714285714286
23425,2005,2151,2649,1843,1643,1813,2388,2319,-203,25,-488,2714.87426757813,1.94381415748511,0.844033253795401,27.5966746204599,1.34948559727923,1.2184808144137,0.751683766069296,3498.9010989011,3377.41538461538,0.049813200498132,0.321339950372208,0.534438775510204
24065,1995,2162,2646,1844,1643,1812,2383,2316,-201,27,-493,2734.40551757813,2.36663533859672,1.28536935761109,27.4630642388914,1.35038042535807,0.790632716750818,1.13479045979012,3491.57509157509,3373.04615384615,0.0523038605230386,0.323821339950372,0.540816326530612
24705,1999,2161,2656,1844,1645,1813,2387,2310,-194,26,-487,2753.93676757813,2.20706903385433,1.24137927583115,27.8620724168855,2.05216863127714,0.783804142624538,0.774430960185037,3497.4358974359,3364.30769230769,0.0610211706102117,0.32258064516129,0.533163265306122
25345,1973,2168,2655,1843,1644,1811,2384,2322,-193,22,-484,2773.46801757813,3.2953638126428,1.52170177812653,27.8298221873465,1.6820202965522,1.19670712366399,1.50783360428173,3493.04029304029,3381.78461538462,0.062266500622665,0.317617866004963,0.529336734693878
25985,2012,2157,2627,1845,1644,1813,2387,2312,-201,32,-486,2792.99926757813,1.63915635075695,1.09301867806888,26.6981321931117,1.71318499860839,0.370385974236735,0.775919650899418,3497.4358974359,3367.22051282051,0.0523038605230386,0.330024813895782,0.531887755102041
26625,1994,2154,2665,1845,1645,1815,2388,2308,-195,38,-489,2812.53051757813,2.41729456259475,0.95759533875686,28.2404661243141,2.07509474377986,0.377987329385536,0.0339421482878866,3498.9010989011,3361.39487179487,0.0597758405977584,0.337468982630273,0.535714285714286
27265,2010,2169,2658,1844,1644,1812,2384,2314,-194,22,-482,2832.06176757813,1.75622491085346,1.56082916960263,27.9170830397369,1.69760264758029,0.783546548950364,1.14187662759058,3493.04029304029,3370.13333333333,0.0610211706102117,0.317617866004963,0.526785714285714
27905,1988,2165,2667,1845,1644,1813,2389,2317,-198,34,-485,2851.59301757813,2.67734656919266,1.39696301219226,28.3036987807742,1.71318499860839,0.370385974236735,0.775919650899418,3500.3663003663,3374.50256410256,0.0560398505603985,0.332506203473945,0.530612244897959
28545,1992,2161,2643,1843,1644,1811,2386,2327,-193,31,-480,2871.12426757813,2.4885460706126,1.24652555356266,27.3474446437341,1.6820202965522,1.19670712366399,1.50783360428173,3495.9706959707,3389.06666666667,0.062266500622665,0.3287841191067,0.524234693877551
29185,1972,2151,2642,1844,1645,1813,2385,2314,-193,30,-483,2890.65551757813,3.31381017391583,0.846560518224329,27.3439481775671,2.05216863127714,0.783804142624538,0.774430960185037,3494.50549450549,3370.13333333333,0.062266500622665,0.327543424317618,0.528061224489796
29825,2000,2170,2661,1845,1646,1814,2386,2308,-199,32,-488,2910.18676757813,2.1761955378686,1.59956454316401,28.0435456835992,2.41497320452746,0.363557400110455,0.415560151294333,3495.9706959707,3361.39487179487,0.0547945205479452,0.330024813895782,0.534438775510204
30465,1992,2163,2629,1844,1645,1812,2385,2313,-200,24,-489,2929.71801757813,2.47896948999637,1.33217029124762,26.7829708752375,2.04482486980251,0.776460381149911,1.14896279539103,3494.50549450549,3368.67692307692,0.0535491905354919,0.320099255583127,0.535714285714286
31105,2010,2167,2641,1844,1644,1812,2384,2307,-203,38,-481,2949.24926757813,1.74122747314928,1.48759555228151,27.2404447718489,1.69760264758029,0.783546548950364,1.14187662759058,3493.04029304029,3359.93846153846,0.049813200498132,0.337468982630273,0.525510204081633
31745,1961,1985,2677,1844,1646,1804,2378,2301,-195,25,-487,2968.78051757813,3.67379688867892,-5.81084017946747,29.084017946747,2.33329700022772,0.710624121552439,4.15230364483942,3484.24908424908,3351.2,0.0597758405977584,0.321339950372208,0.533163265306122
32385,1952,2187,2382,1864,1662,1791,2443,2273,-205,26,-485,2988.31176757813,3.96875366995495,2.3912018501911,16.8798149808895,7.95815544768249,-7.90831018619011,9.30609335762127,3579.48717948718,3310.42051282051,0.0473225404732254,0.32258064516129,0.530612244897959
33025,1930,2204,2696,1887,1664,1820,2388,2319,-194,28,-481,3007.84301757813,5.14762627314074,2.94564329639357,29.4356703606431,9.0550565346209,-17.3811131713567,-1.34393578191041,3498.9010989011,3377.41538461538,0.0610211706102117,0.325062034739454,0.525510204081633
33665,1937,2224,2882,1837,1637,1849,2410,2338,-190,29,-485,3027.37426757813,5.0185017442295,3.67163211570901,36.8367884290991,-0.518903860288332,4.04839925143255,-12.8254284592382,3531.13553113553,3405.08717948718,0.0660024906600249,0.326302729528536,0.530612244897959
34305,2100,2523,2666,1857,1660,1739,2407,2335,-201,22,-492,3046.90551757813,-1.71963846272927,15.7254066310081,27.459336899195,6.82416527968314,-5.33248309395202,28.7075524431281,3526.73992673993,3400.71794871795,0.0523038605230386,0.317617866004963,0.539540816326531
34945,2020,2347,2461,1882,1644,1848,2405,2318,-204,20,-476,3066.43676757813,1.31863049292166,8.76331793286785,19.668206713215,2.27504446369868,-14.9312428131168,-12.0154248162614,3523.80952380952,3375.95897435897,0.0485678704856787,0.315136476426799,0.519132653061225
35585,1910,2056,2513,1871,1660,1776,2429,2356,-194,19,-497,3085.96801757813,5.72364305084022,-2.90419682702368,22.419682702368,7.21122470799291,-10.9478246260264,14.9699225597141,3558.97435897436,3431.30256410256,0.0610211706102117,0.313895781637717,0.545918367346939
36225,1993,2142,2709,1760,1667,1735,2404,2321,-196,14,-485,3105.49926757813,2.48472881702005,0.459732920696945,30.0267079303056,8.42620260265375,35.3774592958072,29.4235216826163,3522.34432234432,3380.3282051282,0.0585305105853051,0.307692307692308,0.530612244897959
36865,1998,2187,2901,1481,1715,1711,2389,2315,-197,24,-486,3125.03051757813,2.46274395191425,2.18379935088506,37.620064911494,22.6180525085117,152.181782762518,36.3600362563431,3500.3663003663,3371.58974358974,0.0572851805728518,0.320099255583127,0.531887755102041
37505,2022,2179,3230,1593,1664,1702,2383,2311,-207,16,-487,3144.56176757813,1.71706382251831,1.73212264855978,50.7877351440224,5.76634735189515,105.380597813985,40.3298123690354,3491.57509157509,3365.7641025641,0.0448318804483188,0.310173697270471,0.533163265306122
38145,2105,2207,3138,1816,1541,1742,2411,2337,-229,21,-489,3164.09301757813,-1.79427049970107,2.89020395607798,46.9796043922021,-34.8110300520296,12.7734799424444,26.389133770148,3532.60073260073,3403.63076923077,0.0174346201743462,0.316377171215881,0.535714285714286
38785,2225,2139,2969,1777,1361,1740,2407,2329,-227,36,-484,3183.62426757813,-6.98194665753849,0.23751514690496,40.248485309504,-97.6470225675641,30.4339717349187,25.5282677543998,3526.73992673993,3391.97948717949,0.0199252801992528,0.334987593052109,0.529336734693878
39425,2139,2119,2911,1726,1366,1731,2402,2330,-224,47,-474,3203.15551757813,-3.45838387862191,-0.540378512480516,38.0378512480516,-96.3971733769516,51.7781681882459,28.4971673259994,3519.41391941392,3393.4358974359,0.0236612702366127,0.34863523573201,0.516581632653061
