Time Stamp	Accelerometer X	Accelerometer Y	Accelerometer Z	Gyroscope X	Gyroscope Y	Gyroscope Z	VSenseReg	VSenseBatt	Magnetometer X	Magnetometer Y	Magnetometer Z
1454.132080078125	-10.52880691114714	-31.35052040435677	7.119308885285741	9.455312004856852	-16.75471191398911	7.173120625675476	3486.646153846154	3642.490842490842	0.2025641025641026	0.5875634517766497	0.08897742363877821
1473.663330078125	-5.906657777810608	-32.87889102902667	5.334222218939172	3.169658491250261	0.02992240436050896	1.115692182149875	3466.25641025641	3627.838827838828	0.2038461538461538	0.5799492385786802	0.09428950863213811
1493.194580078125	-5.786961697894622	-33.14901483897258	5.303830210537849	6.627937611664448	-0.2494111233268909	0.3407554554756372	3476.451282051281	3627.838827838828	0.1987179487179487	0.58248730964467	0.102257636122178
1512.725830078125	-6.13795516914065	-33.57758835609101	6.204483085935046	4.891766674505844	-0.2905351236604382	0.5541081751548098	3473.538461538461	3623.443223443223	0.2128205128205128	0.5888324873096447	0.09694555112881806
1532.257080078125	-5.941990980642731	-32.53705064801238	5.800901935726922	4.887041589194427	1.967155638946281	-0.3559582560946065	3470.625641025641	3623.443223443223	0.2064102564102564	0.581218274111675	0.09163346613545816
1551.788330078125	-5.821540825333978	-32.69255145872037	5.845917466602154	4.545657507386364	2.704144293708498	-0.3666886763131798	3480.820512820513	3621.978021978022	0.2141025641025641	0.5850253807106599	0.09163346613545816
1571.319580078125	-5.583626037700077	-32.53899924038446	5.637396229992379	4.550945102853901	1.947905639819602	0.06164405723432453	3483.733333333333	3626.373626373626	0.2141025641025641	0.5761421319796954	0.08897742363877821
1590.850830078125	-6.026107629026917	-33.22440052545204	5.38923709730835	5.227863160846372	-0.2712851245337597	0.1365058618258789	3476.451282051281	3624.908424908425	0.2076923076923077	0.583756345177665	0.09694555112881806
1610.382080078125	-5.577747327495251	-33.23724442999902	6.225267250474913	4.86712872966775	0.8603606557628593	-0.6507885792560911	3486.646153846154	3626.373626373626	0.2102564102564103	0.5862944162436548	0.09561752988047809
1629.913330078125	-6.183476084421972	-33.76391992396457	5.652391557802802	5.225500618190663	0.8575602567695997	-0.3185273537988293	3458.974358974359	3617.582417582417	0.2076923076923077	0.5761421319796954	0.09827357237715803
1649.444580078125	-5.412561110885402	-33.24408250877497	6.743888911459853	4.517531999580322	1.980981236999509	-1.063151250944965	3485.189743589744	3623.443223443223	0.2115384615384615	0.5850253807106599	0.09030544488711818
