Time Stamp	Accelerometer X	Accelerometer Y	Accelerometer Z	Gyroscope X	Gyroscope Y	Gyroscope Z	VSenseReg	VSenseBatt	Magnetometer X	Magnetometer Y	Magnetometer Z
460.968017578125	-15.46153846153846	-32.54759191968959	0.5334421383260455	-79.74824060386989	-6.733545799615587	-10.29026121522276	3457.517948717949	3595.604395604395	0.3948967193195626	0.5340632603406327	0.059445178335535
480.499267578125	-15.30769230769231	-32.74002278746074	0.3857547576522757	3.169227009009074	-0.5408125903468933	1.187389399924808	3486.646153846154	3621.978021978022	0.4034021871202916	0.5425790754257908	0.05680317040951123
500.030517578125	-14.88461538461539	-31.79610611566176	0.8437673215495474	4.836459187519532	-2.073389609522198	-2.518078079807152	3480.820512820513	3619.047619047619	0.4119076549210206	0.5364963503649636	0.059445178335535
519.561767578125	-14.46153846153846	-32.52968528669089	0.5611874114676358	3.94280003619085	-2.977385773228926	-2.110018184624809	3491.015384615384	3617.582417582417	0.3948967193195626	0.5316301703163017	0.05019815059445178
539.093017578125	-14.76923076923077	-32.38578555151814	1.366200652829956	3.518811891899135	-0.6166913520114856	-2.082171358969718	3507.035897435897	3617.582417582417	0.3912515188335358	0.5316301703163017	0.0607661822985469
558.624267578125	-14.76923076923077	-31.86844860503788	0.4993533288168996	3.54345482487817	-0.6011059208889832	-1.265935403376039	3486.646153846154	3620.51282051282	0.4058323207776428	0.5389294403892945	0.05019815059445178
578.155517578125	-15.11538461538462	-31.86851789123607	0.8489714848802119	3.132262609540521	-0.5641907370306472	-0.03696453346571167	3483.733333333333	3626.373626373626	0.4070473876063183	0.5486618004866181	0.06869220607661823
597.686767578125	-14.61538461538462	-31.74755188766398	0.06990207550655914	2.24561676813391	0.4017462909356604	-0.0184387047719825	3488.102564102564	3624.908424908425	0.4034021871202916	0.5328467153284672	0.06208718626155878
617.218017578125	-14.73076923076923	-32.14327615938905	0.7407310463755619	1.809781619817225	0.4230760436714939	0.3942962095446651	3492.471794871794	3627.838827838828	0.402187120291616	0.5462287104622872	0.05680317040951123
636.749267578125	-15.34615384615385	-32.58914054320379	0.5724117755743057	1.797460153327708	0.4152833281102426	-0.01382176825217465	3489.558974358974	3627.838827838828	0.4155528554070473	0.537712895377129	0.0607661822985469
656.280517578125	-15.07692307692308	-33.46671183100327	1.874053088624746	1.772817220348672	0.3996978969877401	-0.8300577238458541	3496.841025641026	3624.908424908425	0.3961117861482381	0.537712895377129	0.059445178335535
675.811767578125	-15.42307692307692	-33.06569101434994	1.39993533288169	0.8395395912677141	0.4033938246531508	-2.045177784196758	3492.471794871794	3617.582417582417	0.4058323207776428	0.5450121654501217	0.0607661822985469
695.343017578125	-15.07692307692308	-32.30886247459507	1.673892960522264	3.54345482487817	-0.6011059208889832	-1.265935403376039	3453.148717948718	3611.721611721612	0.4009720534629404	0.5425790754257908	0.05548216644649934
714.874267578125	-14.42307692307692	-32.04621389419227	1.349156248075384	2.176521663299702	0.8244214743767244	-2.462500593725964	3499.753846153846	3620.51282051282	0.3997569866342648	0.5352798053527981	0.047556142668428
734.405517578125	-14.57692307692308	-32.34032610703948	0.8239976596661945	3.518811891899135	-0.6166913520114856	-2.082171358969718	3466.25641025641	3614.652014652014	0.393681652490887	0.5291970802919708	0.05680317040951123
753.936767578125	-15.19230769230769	-32.44668811972655	0.9882521401736775	4.42261289389816	-1.105404187607971	-1.687933232039551	3464.8	3617.582417582417	0.3961117861482381	0.5304136253041363	0.06208718626155878
773.468017578125	-15.23076923076923	-33.64149781363552	1.151813758699267	3.95464704021582	-0.6380211047473192	-2.494906273286366	3482.276923076923	3621.978021978022	0.4058323207776428	0.537712895377129	0.05548216644649934
792.999267578125	-14.11538461538462	-31.8914131305044	0.9937334482970994	3.979289973194855	-0.6224356736248168	-1.678670317692686	3489.558974358974	3623.443223443223	0.3948967193195626	0.5413625304136254	0.05812417437252312
812.530517578125	-14.61538461538462	-32.2995319332389	0.7458274311757098	3.949813346112922	-1.107452581555891	-2.499552251113423	3492.471794871794	3617.582417582417	0.3973268529769137	0.5425790754257908	0.05416116248348745
832.061767578125	-15.38461538461539	-32.98023033811665	0.9345938289092812	3.959955196783265	-2.500161580859103	-1.697254229000913	3485.189743589744	3617.582417582417	0.3961117861482381	0.5316301703163017	0.05812417437252312
851.593017578125	-15.57692307692308	-32.81783118802734	0.6992517090595554	4.81447033282422	-3.020045278700593	-2.935488013258105	3491.015384615384	3620.51282051282	0.4046172539489671	0.5437956204379563	0.06472919418758256
871.124267578125	-14.34615384615385	-32.84452946972963	0.8033965634045699	4.400624039202848	-2.052059856786365	-2.105343165490504	3488.102564102564	3617.582417582417	0.4009720534629404	0.5437956204379563	0.05151915455746367
890.655517578125	-15.30769230769231	-32.03561310586931	-0.2193447065344583	4.420433278078986	-2.505905902472434	-1.293753187723881	3473.538461538461	3619.047619047619	0.3985419198055893	0.5328467153284672	0.059445178335535
910.186767578125	-14.57692307692308	-32.42192985157357	1.058031040216789	3.528953742569478	-2.009400351314698	-1.279873336857209	3493.928205128205	3619.047619047619	0.3948967193195626	0.5304136253041363	0.05680317040951123
929.718017578125	-14.65384615384616	-32.7491300732894	0.1872728952392684	3.103260444923136	-3.380779597882077	-0.06484040042805213	3476.451282051281	3624.908424908425	0.4094775212636695	0.5231143552311436	0.06208718626155878
949.249267578125	-14.15384615384616	-31.685101927696	0.3320194617232248	2.224102375903146	-2.87648133116309	0.35715742823546	3489.558974358974	3627.838827838828	0.4034021871202916	0.5291970802919708	0.05812417437252312
968.780517578125	-14.5	-32.32953285705488	0.2074120835129643	1.763624294607426	-2.870737009549758	-0.04634361304157184	3488.102564102564	3626.373626373626	0.402187120291616	0.5304136253041363	0.06208718626155878
988.311767578125	-15.46153846153846	-32.35974933793189	0.7566976658249676	1.768457988710323	-2.401305532741187	-0.0416976352145151	3488.102564102564	3629.304029304029	0.3948967193195626	0.5316301703163017	0.059445178335535
1007.843017578125	-15.84615384615385	-32.58539139003511	0.8849541171398658	0.8646569867112978	-1.912592697144702	-0.4359357621446824	3511.405128205128	3623.443223443223	0.4046172539489671	0.5340632603406327	0.059445178335535
1027.374267578125	-15.11538461538462	-32.52365738744842	0.9136386031902446	1.290824746822188	-2.872785403497679	-0.8579626321154434	3499.753846153846	3623.443223443223	0.4094775212636695	0.5340632603406327	0.05416116248348745
1046.905517578125	-15	-32.60754757652275	1.146609595368603	1.746469134015011	-3.347961201919581	-0.4591075686654683	3474.994871794872	3621.978021978022	0.4082624544349939	0.537712895377129	0.05416116248348745
